Year,Ticker,MedianDollarVolume
2011,FSLR,183548620.0
2011,ZSL,183161801.0
2011,IP,182516990.0
2011,WLT,182409542.0
2011,ACI,182394724.0
2011,BAX,180912641.0
2011,RIO,180085116.0
2011,EWY,178400670.0
2011,WMB,178068073.0
2011,SPLS,178001982.0
2011,COST,176795490.0
2011,COH,176246957.0
2011,LYB,174604067.0
2011,EXC,173481265.0
2011,MHS,172773505.0
2011,HOT,171740066.0
2011,LMT,171440191.0
2011,MRVL,171393888.0
2011,SOHU,171217094.0
2011,TJX,170973494.0
2011,VMW,170699146.0
2011,AMB,170503054.0
2011,YUM,169035368.0
2011,ETN,168857020.0
2011,BBBY,166622242.0
2011,JCP,166373144.0
2011,EWT,163788093.0
2011,ALTR,163370941.0
2011,YOKU,163138263.0
2011,MCK,162907762.0
2011,A,161971440.0
2011,IWO,161963067.0
2011,VOD,159768055.0
2011,AFL,159182210.0
2011,SCHW,159074474.0
2011,SWN,159040038.0
2011,AET,158783502.0
2011,TYC,157741609.0
2011,TYC,157741609.0
2011,DFS,157526427.0
2011,ESV,157310652.0
2011,FRX,157198348.0
2011,ADBE,156394847.0
2011,NSC,156041323.0
2011,CCL,156005317.0
2011,PBRA,154736227.0
2011,NVS,153631353.0
2011,SUG,153160626.5
2011,GMCR,153066203.0
2011,SYMC,152554235.0
2011,CTL,151134450.0
2011,PH,150081735.0
2011,VALEP,148944378.0
2011,STT,148835699.0
2011,ANF,148439230.0
2011,GIS,148036024.0
2011,AKAM,147930785.0
2011,FITB,147519117.0
2011,TCK,147221024.0
2011,UNG,146438799.0
2011,LZ,146200611.0
2011,JOYG,145508952.0
2011,AGNC,143974892.0
2011,COV,143585338.0
2011,COCO,143423640.0
2011,TWC,143265335.0
2011,RATE,143124224.0
2011,ADP,142912338.0
2011,NUE,142714982.0
2011,CTXS,142489559.0
2011,STJ,142025781.0
2011,IR,142010822.0
2011,BBD,142009445.0
2011,ITW,141427736.0
2011,AMT,141419323.0
2011,WLL,140216058.0
2011,PX,140100726.0
2011,BBT,139846336.0
2011,SIRI,139410588.0
2011,AGN,139177058.0
2011,LTD,138292358.0
2011,NYX,137990039.0
2011,NBR,137378575.0
2011,NOC,136942306.0
2011,KMB,135785500.0
2011,IWN,135338796.0
2011,EWW,135280505.0
2011,CU,135232469.5
2011,CELG,134949342.0
2011,NFX,134758136.0
2011,XLNX,133544806.0
2011,RL,133244374.0
2011,AGU,133059835.0
2011,VSEA,131762368.0
2011,HYG,131735102.0
2011,AMD,131411461.0
2011,MSI,131392464.0
2011,TMO,131005250.0
2011,HBC,129308978.0
2011,STI,129008780.0
2011,STX,128604829.0
2011,CI,128417492.0
2011,EWA,127963331.0
2011,GRB,127716702.0
2011,ADSK,127428084.0
2011,GPS,127051872.0
2011,UAL,126593642.0
2011,MAR,126550530.0
2011,VTI,125668857.0
2011,DO,125264382.0
2011,JNK,125115998.0
2011,DUK,125088798.0
2011,IWF,125039344.0
2011,LIFE,124752916.0
2011,SKF,124727994.0
2011,RSX,124522178.0
2011,CEPH,124036472.0
2011,RVBD,123810818.0
2011,GD,123518425.0
2011,ICO,122986186.5
2011,TBL,122961026.5
2011,RDSA,122902375.0
2011,INTU,122676389.0
2011,SWK,122404908.0
2011,BLK,122404844.0
2011,CB,122239947.0
2011,MDMD,121534989.0
2011,SO,121088390.0
2011,CNQ,121079712.0
2011,SEP,121025763.0
2011,TIF,120917314.0
2011,PPL,120901397.0
2011,HK,120536407.0
2011,APKT,120076674.0
2011,EXPE,120044756.0
2011,SH,119298722.0
2011,CNX,118913391.0
2011,TROW,118653158.0
2011,TIN,118120742.0
2011,GR,118058170.0
2011,CME,117940762.0
2011,CIEN,117818648.0
2011,AVB,117521765.0
2011,WHR,117249766.0
2011,JWN,117193668.0
2011,RF,117090849.0
2011,SEMG,116570691.0
2011,HST,116393917.0
2011,D,116304542.0
2011,JDSU,116205486.0
2011,BXP,115989960.0
2011,APD,115980103.0
2011,HNZ,115712681.0
2011,MT,115106557.0
2011,KBE,115011511.0
2011,ATI,114583295.0
2011,PCAR,114531715.0
2011,EQR,114487905.0
2011,DAL,114089776.0
2011,ACE,113537069.0
2011,QUAD,113417658.0
2011,ALU,112663774.0
2011,CVC,112435984.0
2011,HOC,112400413.0
2011,PXD,112357850.0
2011,ECA,112331459.0
2011,CREE,112282219.0
2011,NE,111549168.0
2011,AGG,111501958.0
2011,BWA,111475524.0
2011,ELMG,111282282.0
2011,VRTX,111171019.0
2011,ALL,110605549.0
2011,BEN,108916916.0
2011,IWD,108837679.0
2011,PAY,108493249.0
2011,PCG,108420429.0
2011,SWKS,108394673.0
2011,AKS,108140561.0
2011,CMCSK,108103244.0
2011,KGC,107471968.0
2011,CHMT,107400444.5
2011,VELT,106691750.0
2011,BIV,106625054.0
2011,SBH,106496414.0
2011,BSX,106231973.0
2011,BEXP,106059143.0
2011,PHG,105577435.0
2011,AZO,105481038.0
2011,VNQ,105256615.0
2011,DGX,105196868.0
2011,PCP,105163248.0
2011,VRX,104928304.0
2011,IJR,104523418.0
2011,IWL,104466944.0
2011,UUP,104045642.0
2011,WY,103587495.0
2011,COG,103467499.0
2011,NBL,103406970.0
2011,WDC,103386242.0
2011,HBHC,103049217.5
2011,IEF,103010981.0
2011,MCO,102658460.0
2011,CAH,102559688.0
2011,RCL,102507480.0
2011,CNU,102383856.0
2011,UYG,102192538.0
2011,FLR,102077527.0
2011,VNO,102036704.0
2011,SWY,101955740.0
2011,RTN,101806189.0
2011,ADI,101713193.0
2011,ERTS,101656174.0
2011,FE,101217387.0
2011,XL,100853023.0
2011,KRA,100625563.5
2011,WM,100576822.0
2011,MUR,100422394.0
2011,CE,100413602.0
2011,CVG,99775055.0
2011,ILMN,98378686.0
2011,NSM,98362773.0
2011,SUN,98300012.0
2011,AMP,98291021.0
2011,K,97952917.0
2011,SD,97534795.0
2011,PCX,97385133.0
2011,HIG,97252575.0
2011,SPXU,96881977.0
2011,XRX,96853701.0
2011,AEM,96316934.0
2011,LNKD,96210303.0
2011,CA,95998928.0
2011,HCP,95969589.0
2011,PPG,95625838.0
2011,SHY,95291802.0
2011,HUM,95196403.0
2011,THS,94204597.5
2011,BBL,93915490.0
2011,PWT,93768916.0
2011,WU,93757465.0
2011,SCCO,93632752.0
2011,CNP,92901710.0
2011,AEP,92860682.0
2011,MPEL,92823741.0
2011,UCO,92706101.0
2011,WFM,92597043.0
2011,FCN,92440553.0
2011,OMC,92381829.0
2011,TSO,92126976.0
2011,AVAV,91942431.0
2011,UA,91804002.0
2011,MOO,91763089.0
2011,LUV,91629479.0
2011,KIM,91429248.0
2011,PAYX,91268474.0
2011,MDP,90990696.0
2011,MYL,90787062.0
2011,ECL,90746823.0
2011,VRA,90663833.0
2011,AON,90515002.0
2011,FTO,90479315.0
2011,UPRO,90369232.0
2011,PBY,90359035.0
2011,EMN,90303218.0
2011,KEY,90268381.0
2011,ATML,90212550.0
2011,BGZ,90172203.0
2011,TZOO,89861585.0
2011,VTR,89822083.0
2011,IVZ,89225896.0
2011,PPA,88936683.0
2011,DRI,88877929.0
2011,AMMD,88798972.0
2011,KMX,88766062.0
2011,VFC,88723374.0
2011,SLE,88651955.0
2011,EL,88599929.0
2011,MMC,88584506.0
2011,GMF,88554978.0
2011,TXT,88473052.0
2011,CCX,88146868.0
2011,TPX,88130043.0
2011,ETR,87998274.0
2011,VMED,87883642.0
2011,HCN,87773746.0
2011,DNDN,87645790.0
2011,EXPR,87509594.0
2011,IOSP,87413048.0
2011,EXEL,87293886.5
2011,SAP,87186055.0
2011,NEE,87168919.0
2011,ZMH,87129357.0
2011,LNC,87125167.0
2011,BGU,86957708.0
2011,EBIX,86633170.0
2011,SYK,86593606.0
2011,OPEN,86541355.0
2011,CAG,86507882.0
2011,ISRG,86468920.0
2011,EXPD,85835884.0
2011,RAI,85614618.0
2011,RRC,85177817.0
2011,TSN,85117657.0
2011,PSEC,85079061.0
2011,NAV,84980608.0
2011,EXH,84964716.0
2011,SCO,84880472.0
2011,NSTC,84707874.0
2011,XHB,84315945.0
2011,SNY,84072486.0
2011,ARUN,84011839.0
2011,UWM,84006725.0
2011,CBD,83913431.5
2011,EWG,83731979.5
2011,RKT,83517714.0
2011,EWC,83515362.0
2011,DSW,83366539.0
2011,URBN,83067995.0
2011,SI,82903618.0
2011,GSG,82518391.0
2011,GME,82400483.0
2011,CCE,82108347.0
2011,ABC,82070033.0
2011,CTRP,82050832.0
2011,FOSL,81876347.5
2011,LQD,81853127.0
2011,GDXJ,81619638.0
2011,ABVT,81554787.0
2011,PSA,81551391.0
2011,ROST,81505925.0
2011,HOG,81467867.0
2011,CCJ,81403520.0
2011,EIX,81255916.0
2011,CLD,81130660.0
2011,GT,80926131.0
2011,ATVI,80651260.0
2011,PEG,80104600.0
2011,FNSR,79858026.0
2011,TDC,79794678.0
2011,RHT,79656997.0
2011,AUY,79501264.0
2011,DEM,79497801.0
2011,SE,79493790.0
2011,HCA,79465224.0
2011,BBEP,79448379.0
2011,FLS,79173170.0
2011,ARMH,78758690.0
2011,GRM,78754299.0
2011,WTNY,78603411.0
2011,SHW,78461542.0
2011,LRCX,78364818.0
2011,EVR,78224752.0
2011,ED,78163076.0
2011,IJH,78121091.0
2011,BUCY,77999605.0
2011,DOV,77732691.0
2011,MAT,77676403.0
2011,BAP,77605864.0
2011,INFY,77602205.0
2011,CMA,77600523.0
2011,XEC,77590006.0
2011,AVGO,77435221.0
2011,CHKP,77416565.0
2011,AL,77192613.0
2011,LINTA,77147949.0
2011,CSC,77129211.0
2011,SYY,77050387.0
2011,HBAN,77043806.0
2011,USG,76615441.0
2011,HI,76589277.0
2011,SLG,76499252.0
2011,MCHP,76368115.0
2011,MMI,76357958.0
2011,VRSN,76132774.0
2011,CYB,76032833.0
2011,EDC,75984355.0
2011,DST,75906415.0
2011,ROK,75887958.0
2011,DLTR,75572901.0
2011,KEM,75537019.0
2011,CBG,75275193.0
2011,DB,75256822.0
2011,RENN,75196049.0
2011,ABB,75036345.0
2011,VRNT,74824694.0
2011,JOSB,74606236.5
2011,LVLT,74587083.0
2011,DNR,74270620.0
2011,FMCN,74133192.0
2011,RTH,74028284.0
2011,ILF,73997297.0
2011,PLCM,73975079.0
2011,NWL,73855861.0
2011,THC,73775031.0
2011,DECK,73449004.0
2011,MHP,73431555.0
2011,SFSF,73339560.0
2011,PTEN,73270414.0
2011,AAP,72925248.0
2011,EWH,72858885.0
2011,MTB,72684503.0
2011,STD,72462133.0
2011,BRCD,72304655.0
2011,BPL,72267965.0
2011,DBC,72205399.0
2011,FTR,72164712.0
2011,KLAC,72041630.0
2011,WPO,72001443.0
2011,GWW,71997350.0
2011,BEC,71935804.0
2011,BND,71767920.0
2011,CCI,71755692.0
2011,CNK,71430074.5
2011,APOL,71386484.0
2011,WTW,71161296.5
2011,ALV,70974986.0
2011,CXO,70933856.0
2011,PCS,70560815.0
2011,TIBX,70557563.0
2011,AVP,70475240.0
2011,RAX,70338409.0
2011,TITN,70172684.0
2011,CIM,70138084.0
2011,GORO,70070436.0
2011,FDO,69629999.0
2011,HP,69229860.0
2011,GGB,69228118.0
2011,GSK,69214422.0
2011,AES,69202170.0
2011,BIL,69070176.5
2011,IPG,68867742.0
2011,CX,68733656.0
2011,MSM,68619036.0
2011,BRKR,68604944.0
2011,KIOR,68499810.0
2011,AMTD,68432351.0
2011,TRH,68426576.5
2011,LLTC,68405368.0
2011,SM,68352165.5
2011,IYM,68279060.0
2011,DLR,68261248.0
2011,OYOG,68156995.0
2011,ASCA,68041261.0
2011,ORLY,68015480.0
2011,MJN,67902165.0
2011,PGR,67893524.0
2011,AREX,67763922.0
2011,CPRT,67566439.0
2011,BDX,67511789.0
2011,SFD,67393697.0
2011,MAS,67208903.0
2011,ATK,67182085.0
2011,TEL,66614700.0
2011,FTI,66585112.0
2011,WPI,66546238.0
2011,RDC,66344227.0
2011,IART,66322732.0
2011,SOLR,66219074.0
2011,BG,66201863.0
2011,AHT,65935196.0
2011,GGP,65628867.0
2011,HAYN,65503610.0
2011,TRW,65431088.0
2011,BAM,65313526.5
2011,UTHR,65259302.0
2011,NNN,65228292.0
2011,FBT,65145952.0
2011,VSI,65144215.0
2011,GTLS,65011516.0
2011,OEF,65004941.0
2011,SYA,64965260.0
2011,EWBC,64889451.0
2011,SDRL,64744120.0
2011,REGN,64614602.0
2011,MDC,64236807.0
2011,TIP,64142315.0
2011,FXC,63964732.0
2011,WSM,63845439.0
2011,DISCA,63840005.0
2011,YPF,63818170.0
2011,HSP,63676137.0
2011,PIR,63672365.0
2011,FNGN,63641725.0
2011,IJT,63562567.0
2011,DDM,63440788.0
2011,PBCT,63340847.0
2011,CIU,63310858.0
2011,GES,63307453.0
2011,UNM,63216212.0
2011,PFG,63140233.0
2011,DPS,63025169.0
2011,DISH,62979667.0
2011,HRBN,62978027.0
2011,BKD,62971999.0
2011,NVLS,62942908.0
2011,SODA,62922209.5
2011,TCB,62795759.0
2011,SLRC,62685571.0
2011,GPRO,62595926.0
2011,IMO,62594806.5
2011,OI,62556842.0
2011,BPI,62543605.0
2011,FL,62523741.0
2011,ERIC,62518025.0
2011,AU,62236391.0
2011,RSG,62214153.5
2011,DVA,62125386.0
2011,FCEA,62098303.0
2011,RMBS,62028671.0
2011,JBL,61964332.0
2011,NXY,61964094.0
2011,CLX,61805968.0
2011,ENB,61717553.5
2011,SPWRB,61697047.0
2011,ESI,61663937.0
2011,MELI,61637068.0
2011,VRGY,61503567.0
2011,ULTA,61486014.0
2011,DIG,61447201.0
2011,GRFS,61443721.0
2011,ITT,61423394.0
2011,FST,61422434.0
2011,CLR,61398105.0
2011,IPXL,61388975.5
2011,OIL,61333564.0
2011,SJM,61327827.0
2011,AGCO,61150761.0
2011,TTMI,61103872.0
2011,RWR,61071507.0
2011,TD,61046388.0
2011,SPRD,61023570.0
2011,BMC,60908577.0
2011,VAR,60858759.0
2011,ICE,60714403.0
2011,BXS,60601236.0
2011,GSIC,60525057.0
2011,ARG,60490350.0
2011,LWSN,60427083.5
2011,CECO,60408301.0
2011,SLM,60394384.0
2011,SRE,60392584.0
2011,GFI,60367276.0
2011,SLGN,60198641.0
2011,WOR,60178595.0
2011,BSBR,60165418.5
2011,IBN,60073039.0
2011,TFX,60034460.0
2011,FSC,59966806.0
2011,BSFT,59953744.5
2011,NTRS,59940933.0
2011,CIT,59705420.0
2011,IAU,59686164.0
2011,ASML,59623812.0
2011,BBBB,59595715.0
2011,EPU,59410654.0
2011,VEA,59376981.5
2011,PVH,59316581.0
2011,IWB,59204842.0
2011,LNN,59146851.0
2011,SWI,58970906.0
2011,AFFX,58907994.0
2011,BVN,58905589.0
2011,LEN,58877036.0
2011,BCR,58850907.0
2011,VIXY,58697857.0
2011,LBTYA,58600098.0
2011,DANG,58592949.5
2011,CFFN,58585723.5
2011,UN,58500082.0
2011,PPO,58463724.5
2011,IGT,58456736.0
2011,COL,58429628.0
2011,BYD,58387962.0
2011,ADS,58357324.0
2011,MBB,58313142.5
2011,ABH,58281951.0
2011,BJ,58281471.5
2011,HANS,58193051.0
2011,CEDC,58137309.0
2011,CYBX,58130665.0
2011,CNI,57974602.0
2011,CHL,57945417.0
2011,CERN,57930559.0
2011,UYM,57825431.0
2011,PXP,57782354.5
2011,EW,57545213.0
2011,MSTR,57481376.5
2011,TTM,57256038.0
2011,CXW,57118469.0
2011,CMD,57114751.0
2011,GNW,57065213.0
2011,EPI,56950997.0
2011,FWLT,56903381.0
2011,NUVA,56902785.5
2011,CPB,56885250.0
2011,WAT,56742130.0
2011,LH,56729428.0
2011,INFA,56648207.0
2011,DBA,56636523.0
2011,PSCH,56482053.0
2011,IBB,56422658.5
2011,IVN,56389091.0
2011,FLEX,56382463.0
2011,UPL,56294050.0
2011,ZUMZ,56181151.0
2011,TFM,56163382.0
2011,JVA,56156881.0
2011,XRAY,56118651.0
2011,AIRM,56055691.0
2011,ACOM,56049085.0
2011,NYB,56025957.0
2011,SID,56014768.0
2011,DG,55995191.0
2011,HSY,55994564.0
2011,IWS,55927304.0
2011,FTNT,55849325.0
2011,SPWRA,55807491.0
2011,ETFC,55754179.0
2011,SWC,55730322.0
2011,INCY,55668009.0
2011,CDE,55661692.0
2011,AZN,55636235.0
2011,OVTI,55608968.0
2011,CODE,55606817.0
2011,XCO,55559534.5
2011,VRUS,55549431.5
2011,LM,55531968.0
2011,VECO,55229964.0
2011,QIHU,55185353.5
2011,CHRW,55122120.0
2011,HUN,55110585.0
2011,BMO,54983631.0
2011,MLU,54938917.5
2011,SHPGY,54870829.5
2011,UBS,54822328.0
2011,FIO,54776047.0
2011,SPHB,54721957.0
2011,NRG,54664199.0
2011,KRE,54647453.5
2011,GRMN,54646384.0
2011,FO,54632142.5
2011,CHTR,54621777.0
2011,EQT,54583195.0
2011,APH,54561809.5
2011,WRC,54554176.0
2011,ERY,54492544.0
2011,PMCS,54406549.5
2011,SPR,54403672.5
2011,YNDX,54360483.0
2011,ONNN,54203478.0
2011,DKS,54201403.0
2011,CRR,54181015.5
2011,WNR,54131780.0
2011,ENDP,54097828.5
2011,STWD,54070195.0
2011,FCS,54015775.5
2011,ETE,53977998.0
2011,HLF,53896331.0
2011,WYN,53781964.0
2011,EZU,53718680.0
2011,FRC,53635343.0
2011,PKG,53612546.0
2011,FAST,53566412.0
2011,ONE,53549572.0
2011,DMND,53548129.5
2011,EWU,53531763.0
2011,ZQK,53527914.0
2011,CBST,53511640.0
2011,OIS,53493881.5
2011,G,53482764.0
2011,HII,53455441.5
2011,IHS,53443577.0
2011,DHI,53435808.0
2011,VC,53422191.0
2011,VVUS,53383726.0
2011,HL,53372678.0
2011,TLM,53328255.0
2011,DFT,53302901.0
2011,WINN,53297385.0
2011,ACHN,53285554.0
2011,CY,53283348.0
2011,IYT,53269070.0
2011,MITT,53250148.0
2011,EWQ,53239325.0
2011,HRB,53202436.5
2011,KMI,53119389.0
2011,ISIL,53067596.0
2011,KWK,53059397.5
2011,GNC,53037874.0
2011,SOA,52978910.0
2011,ADTN,52961132.5
2011,RSH,52932739.0
2011,CLB,52864099.0
2011,IMAX,52797926.0
2011,QCOR,52738182.0
2011,XIV,52704449.0
2011,ZRAN,52656223.0
2011,L,52652139.0
2011,BUD,52571447.0
2011,FSL,52539545.0
2011,PHK,52441930.0
2011,STLD,52366608.5
2011,JASO,52322565.5
2011,BCS,52306211.5
2011,IL,52265389.0
2011,ANN,52218962.0
2011,OKE,52179936.5
2011,WIN,52167804.0
2011,NI,52149399.0
2011,HMA,52010667.0
2011,KBH,51837171.5
2011,DJP,51835538.0
2011,STRA,51821389.0
2011,IJJ,51810273.0
2011,PHM,51718957.0
2011,O,51709149.0
2011,TWI,51666739.0
2011,ARO,51661134.0
2011,ONTY,51606831.0
2011,NRGY,51567848.0
2011,RBCN,51558705.0
2011,BIG,51489821.5
2011,SEE,51486489.5
2011,TMK,51484247.0
2011,DGIT,51469831.0
2011,HTZ,51407692.5
2011,ZION,51406999.0
2011,N,51391576.0
2011,ELN,51382784.5
2011,NU,51355796.0
2011,ALXN,51350172.0
2011,TSL,51337459.0
2011,ARIA,51328395.0
2011,CROX,51291219.0
2011,BRKA,51248550.0
2011,PRGS,51236231.5
2011,MI,51236212.0
2011,FNB,51190085.0
2011,TCO,51132857.0
2011,LNG,51022988.5
2011,AVT,51009653.5
2011,CHSI,50986632.0
2011,CBE,50969163.0
2011,CTB,50935323.0
2011,VTV,50932896.0
2011,PGN,50884014.0
2011,LEA,50871745.0
2011,NVE,50834821.0
2011,ANV,50772828.0
2011,MWV,50750382.0
2011,CEG,50715582.0
2011,OC,50614292.0
2011,FMC,50555764.0
2011,CALX,50473365.0
2011,VGK,50454908.0
2011,AAXJ,50447673.0
2011,TEX,50422251.0
2011,STR,50408025.0
2011,AGP,50399833.5
2011,IAG,50352611.0
2011,LCC,50349569.0
2011,MGA,50271799.5
2011,AOS,50251080.0
2011,ZAGG,50190595.0
2011,GOLD,50115148.0
2011,PFF,50105444.0
2011,TS,50099501.0
2011,TTWO,50003919.0
2011,CVI,49980023.0
2011,EDU,49978382.5
2011,ASH,49861918.0
2011,PODD,49695110.0
2011,SHAW,49650870.0
2011,COO,49580427.5
2011,IRM,49558285.5
2011,TWO,49534174.0
2011,EGO,49495940.5
2011,TOL,49486450.0
2011,VR,49484970.0
2011,LCAPA,49483720.5
2011,VMC,49429371.5
2011,CVE,49405636.0
2011,AMG,49354226.5
2011,DF,49352602.5
2011,GIII,49347013.0
2011,SVU,49337305.5
2011,MF,49314367.0
2011,NIHD,49313604.5
2011,UHS,49237870.0
2011,CFN,49200059.0
2011,UDR,49161829.5
2011,SUSQ,49126140.5
2011,GTI,49047993.0
2011,IWY,49012586.0
2011,ROC,48992545.5
2011,VO,48978915.0
2011,GCO,48962868.0
2011,NHP,48947434.0
2011,AMRN,48933961.0
2011,WBMD,48890488.0
2011,ROVI,48882360.0
2011,ATU,48849694.5
2011,DTO,48842386.0
2011,CS,48783573.0
2011,DRC,48563950.0
2011,TAP,48424216.5
2011,SIRO,48372022.0
2011,MMR,48345917.0
2011,MDR,48316741.0
2011,ACWI,48316437.5
2011,UFS,48288867.0
2011,LPLA,48226056.0
2011,BLL,48210865.0
2011,XBI,48133010.0
2011,EEP,48099769.0
2011,WPRT,48019344.0
2011,CPT,47975333.0
2011,ROP,47955274.0
2011,KSU,47945198.0
2011,MXIM,47935751.0
2011,GFA,47930065.5
2011,KLIC,47906326.0
2011,AVNR,47895694.0
2011,EBRB,47888622.0
2011,RNR,47805934.0
2011,ONXX,47765709.0
2011,OCZ,47764546.0
2011,CCK,47751828.5
2011,PMR,47692956.0
2011,EXXI,47638012.0
2011,FISV,47615698.0
2011,BX,47610320.5
2011,SBAC,47606147.0
2011,FBNK,47597563.0
2011,PMTC,47531209.0
2011,DDR,47523510.5
2011,AMR,47503063.0
2011,CYH,47476265.5
2011,ACGL,47460060.0
2011,WFR,47449887.0
2011,IOO,47436757.0
2011,BEAV,47403140.0
2011,MAN,47402883.5
2011,RSP,47397772.5
2011,RRD,47375116.0
2011,YGE,47370885.0
2011,MYGN,47363581.5
2011,IVR,47325801.0
